1,Besëlidhja,Albania
2,FlamurtariVlorë,Albania
3,KFLaçi,Albania
4,Teuta,Albania
5,Skënderbeu,Albania
6,JSK,Algeria
7,MCOran,Algeria
8,MCEE,Algeria
9,ASOChlef,Algeria
10,RCKouba,Algeria
11,USMAlger,Algeria
12,RCRelizane,Algeria
13,SportLubangoeBenfica,Angola
14,Clube1°deMaio,Angola
15,FCdeCabinda,Angola
16,Colón,Argentina
17,RosarioCentral,Argentina
18,RiverPlate,Argentina
19,SanLorenzo,Argentina
20,ClubFerroCarilOeste,Argentina
21,ArsenalFC,Argentina
22,AAArgentinosJuniors,Argentina
23,VélezSarsfield,Argentina
24,Independiente,Argentina
25,Newell'sOldBoys,Argentina
26,CALanús,Argentina
27,RacingClub,Argentina
28,Huracán,Argentina
29,BocaJuniors,Argentina
30,Alashkert,Armenia
31,Banants,Armenia
32,MelbourneVictory,Australia
33,Mariners,Australia
34,GoldCoastUnited,Australia
35,AdelaideUnited,Australia
36,MelbourneVictory,Australia
37,WSWanderersFC,Australia
38,BrisbaneRoar,Australia
39,Rapid,Austria
40,AdmiraWacker,Austria
41,SCR,Austria
42,SVRied,Austria
43,KapfenbergerSV,Austria
44,SVMattersburg,Austria
45,Austria,Austria
46,WSGWattens,Austria
47,FirstVienna,Austria
48,WAC,Austria
49,Austria,Austria
50,SKNStPölten,Austria
51,SVMattersburg,Austria
52,Salzburg,Austria
53,SVHall,Austria
54,DSVLeoben,Austria
55,SCMelk,Austria
56,Wacker,Austria
57,SKAustria,Austria
58,BATE,Belarus
59,Neman,Belarus
60,Dynamo,Belarus
61,Dinamo,Belarus
62,BATE,Belarus
63,TorpedoMinsk,Belarus
64,KVMechelen,Belgium
65,KVOostende,Belgium
66,RoyalFC,Belgium
67,Anderlecht,Belgium
68,SCLokeren,Belgium
69,ASVGeel,Belgium
70,KSVDiksmuide,Belgium
71,FCBrussels,Belgium
72,RupelBoom,Belgium
73,KAAGent,Belgium
74,KVVC,Belgium
75,Lierse,Belgium
76,KASEupen,Belgium
77,OHLeuven,Belgium
78,BerchemSport,Belgium
79,Genk,Belgium
80,BeerschotWilrijk,Belgium
81,Eendracht,Belgium
82,Zulte,Belgium
83,KSVRoeselare,Belgium
84,RAECMons,Belgium
85,ROCdeCharleroi,Belgium
86,Standard,Belgium
87,Charleroi,Belgium
88,URLaLouvièreCentre,Belgium
89,RoyalBoussu,Belgium
90,KVCWesterlo,Belgium
91,Real,Bolivia
92,FKSarajevo,Bosnia-Herzegovina
93,Zvijezda,Bosnia-Herzegovina
94,Čelik,Bosnia-Herzegovina
95,Borac,Bosnia-Herzegovina
96,Rudar,Bosnia-Herzegovina
97,HNKOrašje,Bosnia-Herzegovina
98,Jedinstvo,Bosnia-Herzegovina
99,Posušje,Bosnia-Herzegovina
100,HŠKZrinjski,Bosnia-Herzegovina
101,Velež,Bosnia-Herzegovina
102,Palmeiras,Brazil
103,Chapecoense,Brazil
104,Corinthians,Brazil
105,Paranaense,Brazil
106,Gręmio,Brazil
107,ADSãoCaetano,Brazil
108,Internacional,Brazil
109,ECPelotas,Brazil
110,GuaraniFC,Brazil
111,Botafogo,Brazil
112,CoritibaFC,Brazil
113,Bahia,Brazil
114,SantaCruz,Brazil
115,A.D.Portuguesa,Brazil
116,FCSãoPaulo,Brazil
117,NáuticoCapibaribe,Brazil
118,SCRecife,Brazil
119,DemocrataFC,Brazil
120,RioBranco,Brazil
121,Remo,Brazil
122,Vitória,Brazil
123,PontePreta,Brazil
124,BrasíliaFC,Brazil
125,Botafogo,Brazil
126,Gręmio,Brazil
127,Vasco,Brazil
128,SantosFC,Brazil
129,ECBahia,Brazil
130,NáuticoCapibaribe,Brazil
131,DPMMFC,Brunei
132,Ludogorets,Bulgaria
133,Akademik,Bulgaria
134,Czernomorec,Bulgaria
135,CSKA,Bulgaria
136,Marek,Bulgaria
137,Levski,Bulgaria
138,Botev,Bulgaria
139,Pirin,Bulgaria
140,Neftochimic,Bulgaria
141,Lokomotiv,Bulgaria
142,Litex,Bulgaria
143,Slavija,Bulgaria
144,Spartak,Bulgaria
145,ManawMayay,Burma
146,Yadanarbon,Burma
147,RakhapuraUnited,Burma
148,TorontoFC,Canada
149,Eskimos,Canada
150,BlueBombers,Canada
151,SerbianWhiteEagles,Canada
152,Roughriders,Canada
153,Alouettes,Canada
154,Argonauts,Canada
155,Impact,Canada
156,AudaxItaliano,Chile
157,CDHuachipato,Chile
158,SanMarcos,Chile
159,O’Higgins,Chile
160,Wanderers,Chile
161,Unido,Chile
162,CDTemuco,Chile
163,Palestino,Chile
164,CuricóUnido,Chile
165,Deportes,Chile
166,SanLuis,Chile
167,DeportesCopiapó,Chile
168,ColoColo,Chile
169,UniversidaddeChile,Chile
170,Ñublense,Chile
171,CDAntofagasta,Chile
172,CDPuertoMontt,Chile
173,UniversidadCatólica,Chile
174,UniónEspańola,Chile
175,Everton,Chile
176,CDCobreloa,Chile
177,Aerbin,China
178,Jiufang,China
179,Shenua,China
180,GuangdongFC,China
181,Sainty,China
182,Shide,China
183,LunengTaishan,China
184,SIPGFC,China
185,ZhejiangYiteng,China
186,Teda,China
187,Evergrande,China
188,Hyundai,China
189,Zall,China
190,Zobon,China
191,GuangzhouR&F,China
192,Deportivo,Colombia
193,DeportivoPereira,Colombia
194,Real,Colombia
195,OnceCaldas,Colombia
196,LDAlajuelense,CostaRica
197,PuntarenasFC,CostaRica
198,DeportivoSaprissa,CostaRica
199,NKKarlovac,Croatia
200,Cibalia,Croatia
201,NKImotski,Croatia
202,Slaven,Croatia
203,NKOsjiek,Croatia
204,NKDugopolje,Croatia
205,Inter,Croatia
206,KamenIngrad,Croatia
207,NKLučko,Croatia
208,Dinamo,Croatia
209,NKRijeka,Croatia
210,Varteks,Croatia
211,Hajduk,Croatia
212,HNKGorica,Croatia
213,NKRijeka,Croatia
214,Međimurje,Croatia
215,NKZadar,Croatia
216,Hrvatskidragovoljac,Croatia
217,Šibenik,Croatia
218,Mosor,Croatia
219,NéaSalamís,Cyprus
220,Anorthosis,Cyprus
221,PafosFC,Cyprus
222,EnosisNeonParalimni,Cyprus
223,Sigma,CzechRepublic
224,FKJablonec,CzechRepublic
225,Bohemians1905,CzechRepublic
226,Viktoria,CzechRepublic
227,Slavia,CzechRepublic
228,Sparta,CzechRepublic
229,Dukla,CzechRepublic
230,FCFastavZlín,CzechRepublic
231,Zbrojovka,CzechRepublic
232,MFKKarviná,CzechRepublic
233,FCSlovanLiberec,CzechRepublic
234,FKMladáBoleslav,CzechRepublic
235,1.SCZnojmo,CzechRepublic
236,FKPříbram,CzechRepublic
237,FKTeplice,CzechRepublic
238,FKPardubice,CzechRepublic
239,HFKOlomouc,CzechRepublic
240,Banik,CzechRepublic
241,MFKHavířov,CzechRepublic
242,FKDrnovice,CzechRepublic
243,SKKladno,CzechRepublic
244,Siad,CzechRepublic
245,Slovácko,CzechRepublic
246,Dynamo,CzechRepublic
247,FCChomutov,CzechRepublic
248,FCSlovanLiberec,CzechRepublic
249,Vysočina,CzechRepublic
250,ViktoriaŽižkov,CzechRepublic
251,FCHradecKrálové,CzechRepublic
252,AaB,Denmark
253,RandersFC,Denmark
